# gname               ra          dec         era       edec      l         b          el                      eb                      Speak   eSpeak   Sint   eSint   RMS       SNR   Yf     Reff   Npix   Simb_class       GD_name           
  G002.6165-00.1443   268.06951   -26.76787   3.62E-5   3.62E-5   2.61652   -0.14427   3.570487267247478E-5    3.3427672245406975E-5   0.0     0.0      0.0    0.0     1.08E-4   5.5   0.93   0.5    14     none             G002.617-00.144   
  G002.6185-00.2804   268.20186   -26.83546   3.6E-5    3.6E-5    2.61846   -0.28036   3.515332915190715E-5    3.323729852475486E-5    0.0     0.0      0.0    0.0     9.5E-5    5.5   0.84   0.5    13     none             NULL              
  G002.6239-00.9635   268.86615   -27.17666   3.61E-5   3.61E-5   2.62388   -0.96349   3.4916236548388925E-5   3.3581447709297806E-5   0.0     0.0      0.0    0.0     1.2E-4    5.5   0.76   0.5    11     none             NULL              
  G002.6294-00.1039   268.03796   -26.73624   3.88E-5   3.88E-5   2.62937   -0.10391   3.804089513474446E-5    3.567838348410448E-5    0.0     0.0      0.0    0.0     9.66E-5   5.1   1.76   0.7    25     none             NULL              
  G002.6333+00.6584   267.30833   -26.34254   3.24E-5   3.24E-5   2.63325   0.65836    3.1863762147115766E-5   2.9844999591058808E-5   0.0     0.0      0.0    0.0     9.09E-5   6.1   0.81   0.5    14     none             G002.634+00.658   
  G002.6410-00.1136   268.05391   -26.73119   3.97E-5   3.97E-5   2.64098   -0.11359   3.882841737031435E-5    3.7003832921614456E-5   0.0     0.0      0.0    0.0     1.18E-4   5.0   1.1    0.5    15     none             G002.642-00.112   
  G002.6422+00.6780   267.29471   -26.3248    3.73E-5   3.73E-5   2.64219   0.67796    3.641005027187364E-5    3.474032519262839E-5    0.0     0.0      0.0    0.0     9.2E-5    5.3   0.95   0.5    14     none             NULL              
  G002.6426-00.1107   268.0521    -26.72831   3.95E-5   3.95E-5   2.64263   -0.11073   3.877087700574479E-5    3.6151031953499986E-5   0.0     0.0      0.0    0.0     1.23E-4   5.0   1.17   0.6    16     none             G002.642-00.112   
  G002.6513+01.0659   266.92954   -26.11686   3.53E-5   3.53E-5   2.65134   1.06587    3.423146663125846E-5    3.2860969426739025E-5   0.0     0.0      0.0    0.0     7.51E-4   5.6   0.7    0.5    11     none             NULL              
  G002.6652+00.8049   267.18659   -26.23974   3.6E-5    3.6E-5    2.66517   0.80486    3.464807184004824E-5    3.3497763918177306E-5   0.0     0.0      0.0    0.0     1.38E-4   5.5   1.37   0.6    21     none             G002.664+00.805   
  G002.6727+00.1096   267.85726   -26.59003   3.56E-5   3.56E-5   2.67272   0.10958    3.472632320227806E-5    3.3187545732011934E-5   0.0     0.0      0.0    0.0     1.0E-4    5.6   0.88   0.5    13     none             NULL              
  G002.6740-00.4993   268.44493   -26.89878   3.58E-5   3.58E-5   2.67401   -0.49931   3.505422721727172E-5    3.298453397999632E-5    0.0     0.0      0.0    0.0     9.4E-5    5.6   0.98   0.5    15     none             NULL              
  G002.6816-00.0006   267.96828   -26.63867   3.78E-5   3.78E-5   2.68156   -6.0E-4    3.66790832892326E-5     3.456604513071209E-5    0.0     0.0      0.0    0.0     9.35E-5   5.3   0.76   0.5    11     none             NULL              
  G002.6834+00.0692   267.90219   -26.60147   3.81E-5   3.81E-5   2.6834    0.0692     3.75816702115951E-5     3.505670002712162E-5    0.0     0.0      0.0    0.0     9.82E-5   5.2   1.06   0.5    15     none             NULL              
  G002.6861-00.3769   268.33358   -26.82627   3.97E-5   3.97E-5   2.6861    -0.37692   3.87612300106021E-5     3.6666869515702506E-5   0.0     0.0      0.0    0.0     9.16E-5   5.0   1.21   0.6    17     none             NULL              
  G002.6895+00.0822   267.89314   -26.58954   3.93E-5   3.93E-5   2.68952   0.08224    3.795782238397015E-5    3.594352870699441E-5    0.0     0.0      0.0    0.0     9.37E-5   5.1   1.0    0.5    14     none             NULL              
  G002.6937+00.9951   267.02143   -26.11716   3.81E-5   3.81E-5   2.69372   0.99507    3.676521176624967E-5    3.491764477627163E-5    0.0     0.0      0.0    0.0     1.28E-4   5.2   0.92   0.5    13     none             NULL              
  G002.6943+00.7740   267.23276   -26.23069   3.77E-5   3.77E-5   2.69427   0.77403    3.677550407090629E-5    3.4663549556254185E-5   0.0     0.0      0.0    0.0     9.63E-5   5.3   1.02   0.5    15     none             NULL              
  G002.6958-00.4141   268.37496   -26.83675   2.87E-5   2.87E-5   2.69581   -0.41405   2.82869385504635E-5     2.6334046426355645E-5   0.0     0.0      0.0    0.0     9.95E-5   7.0   0.85   0.6    17     none             G002.696-00.414   
  G002.7081-00.5797   268.54203   -26.91015   3.85E-5   3.85E-5   2.70806   -0.57973   3.75760917965529E-5     3.5257008973720446E-5   0.0     0.0      0.0    0.0     1.04E-4   5.2   0.85   0.5    12     none             NULL              
  G002.7178-00.8698   268.82843   -27.0483    3.96E-5   3.96E-5   2.71781   -0.86978   3.823411994967555E-5    3.602415320152359E-5    0.0     0.0      0.0    0.0     9.78E-5   5.0   0.96   0.5    13     none             NULL              
  G002.7179-00.7413   268.70395   -26.98339   3.71E-5   3.71E-5   2.71788   -0.74129   3.596509639963036E-5    3.431240004511664E-5    0.0     0.0      0.0    0.0     1.05E-4   5.4   1.02   0.5    15     none             NULL              
  G002.7180-00.0367   268.02381   -26.62577   3.52E-5   3.52E-5   2.71797   -0.03672   3.4077890632671975E-5   3.212907557537219E-5    0.0     0.0      0.0    0.0     9.51E-5   5.7   0.9    0.5    14     none             NULL              
  G002.7182+00.4725   267.535     -26.3652    3.11E-5   3.11E-5   2.71817   0.47247    3.066905141075603E-5    2.9049172420216182E-5   0.0     0.0      0.0    0.0     9.73E-5   6.4   0.87   0.5    15     none             G002.718+00.472   
  G002.7216-00.5716   268.54186   -26.89439   3.82E-5   3.82E-5   2.72158   -0.57162   3.7299908936979613E-5   3.521430661328863E-5    0.0     0.0      0.0    0.0     1.02E-4   5.2   1.05   0.5    15     none             NULL              
  G002.7229+00.5024   267.50902   -26.34576   3.95E-5   3.95E-5   2.72291   0.50243    3.8156936668219954E-5   3.7056753674573555E-5   0.0     0.0      0.0    0.0     9.47E-5   5.0   0.97   0.5    13     none             NULL              
  G002.7374+00.6504   267.37569   -26.25735   3.95E-5   3.95E-5   2.73738   0.65039    3.848422829240089E-5    3.6454875042374396E-5   0.0     0.0      0.0    0.0     8.8E-5    5.0   0.94   0.5    13     none             NULL              
  G002.7458+00.5742   267.45342   -26.28922   3.96E-5   3.96E-5   2.74585   0.57422    3.8989801730245684E-5   3.657147406566956E-5    0.0     0.0      0.0    0.0     9.98E-5   5.0   0.97   0.5    13     none             NULL              
  G002.7585+01.0671   266.99002   -26.02446   3.79E-5   3.79E-5   2.75854   1.06711    3.648685791825493E-5    3.5349014198090135E-5   0.0     0.0      0.0    0.0     8.45E-4   5.3   0.78   0.5    11     none             NULL              
  G002.7669+01.0046   267.05438   -26.04957   3.69E-5   3.69E-5   2.7669    1.00462    3.571856308792453E-5    3.442492054083323E-5    0.0     0.0      0.0    0.0     1.39E-4   5.4   0.92   0.5    13     none             NULL              
  G002.7687-00.4466   268.44775   -26.79043   3.86E-5   3.86E-5   2.76868   -0.44655   3.73458465398085E-5     3.544565406365785E-5    0.0     0.0      0.0    0.0     9.47E-5   5.2   0.88   0.5    12     none             NULL              
  G002.7730-00.5173   268.51849   -26.82256   3.46E-5   3.46E-5   2.77297   -0.51727   3.329814946954335E-5    3.168355718493193E-5    0.0     0.0      0.0    0.0     1.1E-4    5.8   0.76   0.5    12     none             NULL              
  G002.7733-00.6161   268.61421   -26.87229   3.91E-5   3.91E-5   2.7733    -0.6161    3.7834652764468574E-5   3.5959803825699944E-5   0.0     0.0      0.0    0.0     1.11E-4   5.1   0.85   0.5    12     none             NULL              
  G002.7777+00.9539   267.10902   -26.06648   3.68E-5   3.68E-5   2.77774   0.95385    3.574504743437378E-5    3.426808826213752E-5    0.0     0.0      0.0    0.0     1.04E-4   5.4   0.99   0.5    15     none             NULL              
  G002.8023-00.4246   268.44564   -26.75036   3.94E-5   3.94E-5   2.80227   -0.42462   3.864389204357965E-5    3.659430011084212E-5    0.0     0.0      0.0    0.0     1.04E-4   5.1   1.08   0.5    15     none             NULL              
  G002.8026-00.0170   268.05304   -26.54289   3.93E-5   3.93E-5   2.8026    -0.01697   3.8100587645191146E-5   3.58322701397018E-5     0.0     0.0      0.0    0.0     9.62E-5   5.1   0.89   0.5    12     none             NULL              
  G002.8039+00.5837   267.47761   -26.23456   3.85E-5   3.85E-5   2.80389   0.58367    3.759212651105319E-5    3.584969200512569E-5    0.0     0.0      0.0    0.0     8.93E-5   5.2   0.84   0.5    11     none             NULL              
  G002.8042+00.4361   267.61904   -26.30995   3.39E-5   3.39E-5   2.80423   0.43614    3.3395744839862817E-5   3.144601380365253E-5    0.0     0.0      0.0    0.0     9.3E-5    5.9   0.87   0.5    15     none             G002.804+00.436   
  G002.8140+00.3150   267.74074   -26.36363   3.83E-5   3.83E-5   2.81397   0.31496    3.745832902803899E-5    3.5754498253279296E-5   0.0     0.0      0.0    0.0     1.06E-4   5.2   0.87   0.5    12     none             NULL              
  G002.8175+00.0690   267.97892   -26.48623   3.79E-5   3.79E-5   2.81753   0.06897    3.6970927031943614E-5   3.481642564279662E-5    0.0     0.0      0.0    0.0     9.74E-5   5.2   1.07   0.6    16     none             NULL              
  G002.8227-00.1564   268.19867   -26.59658   3.64E-5   3.64E-5   2.8227    -0.15641   3.5203227003458445E-5   3.3675730979968726E-5   0.0     0.0      0.0    0.0     1.32E-4   5.5   1.27   0.6    19     none             G002.823-00.156   
  G002.8339+01.0106   267.0871    -25.98912   3.42E-5   3.42E-5   2.83386   1.01064    3.3681287444999076E-5   3.1908110457004424E-5   0.0     0.0      0.0    0.0     1.47E-4   5.8   0.63   0.4    10     none             NULL              
  G002.8349+01.0284   267.07078   -25.9791    3.65E-5   3.65E-5   2.83488   1.02837    3.581410356588218E-5    3.399168293968835E-5    0.0     0.0      0.0    0.0     2.16E-4   5.5   0.52   0.4    10     none             NULL              
  G002.8378-00.8708   268.89728   -26.94518   3.83E-5   3.83E-5   2.83781   -0.87078   3.764391330613425E-5    3.54227218344849E-5     0.0     0.0      0.0    0.0     9.95E-5   5.2   0.97   0.5    14     none             NULL              
  G002.8390+00.1564   267.9072    -26.42321   3.88E-5   3.88E-5   2.83896   0.15635    3.775046890172954E-5    3.5940354210201824E-5   0.0     0.0      0.0    0.0     1.01E-4   5.1   0.79   0.5    11     none             NULL              
  G002.8408+01.0273   267.07522   -25.97454   3.75E-5   3.75E-5   2.84084   1.02731    3.6831065557494546E-5   3.465463403123538E-5    0.0     0.0      0.0    0.0     2.14E-4   5.3   0.65   0.5    12     none             NULL              
  G002.8601+00.5148   267.57558   -26.22167   3.86E-5   3.86E-5   2.86005   0.51485    3.778974821728515E-5    3.5688454319988254E-5   0.0     0.0      0.0    0.0     9.35E-5   5.2   0.9    0.5    13     none             NULL              
  G002.8622+00.8953   267.21331   -26.02426   3.96E-5   3.96E-5   2.86223   0.89532    3.8010072887065094E-5   3.6806656082340155E-5   0.0     0.0      0.0    0.0     1.07E-4   5.0   0.8    0.5    11     none             NULL              
  G002.8622+01.0022   267.11141   -25.96918   2.87E-5   2.87E-5   2.86222   1.0022     2.807051568360799E-5    2.6592832021249405E-5   0.0     0.0      0.0    0.0     1.43E-4   6.9   0.91   0.6    18     none             G002.862+01.000*  
  G002.8643+01.0268   267.08919   -25.9547    3.34E-5   3.34E-5   2.86432   1.02679    3.274229080303843E-5    3.131706549548947E-5    0.0     0.0      0.0    0.0     2.09E-4   6.0   0.45   0.4    9      none             NULL              
  G002.8700+01.0271   267.09215   -25.9497    3.73E-5   3.73E-5   2.86998   1.02709    3.6328811973480506E-5   3.419870756775248E-5    0.0     0.0      0.0    0.0     2.23E-4   5.3   0.66   0.5    12     none             NULL              
  G002.8720-00.8528   268.89918   -26.90662   3.68E-5   3.68E-5   2.87198   -0.85282   3.5797593130026346E-5   3.382755512270181E-5    0.0     0.0      0.0    0.0     1.01E-4   5.4   0.79   0.5    12     none             NULL              
  G002.8728-00.2076   268.27642   -26.57943   3.97E-5   3.97E-5   2.87281   -0.20757   3.8744429016361214E-5   3.6514299482556555E-5   0.0     0.0      0.0    0.0     1.04E-4   5.0   0.82   0.5    11     none             NULL              
  G002.8752-00.8334   268.88218   -26.89406   3.75E-5   3.75E-5   2.87518   -0.8334    3.6735987794760735E-5   3.4658599485857486E-5   0.0     0.0      0.0    0.0     1.01E-4   5.3   0.81   0.5    12     none             NULL              
  G002.8832-00.4407   268.50713   -26.68872   3.92E-5   3.92E-5   2.88325   -0.44073   3.784543730752478E-5    3.589006166900783E-5    0.0     0.0      0.0    0.0     1.03E-4   5.1   1.01   0.5    14     none             NULL              
  G002.8842+01.0085   267.11796   -25.94713   3.8E-5    3.8E-5    2.88415   1.00853    3.69467426169395E-5     3.5000957716338035E-5   0.0     0.0      0.0    0.0     1.51E-4   5.2   0.78   0.5    12     none             NULL              
  G002.8944+00.0240   268.06598   -26.44301   3.16E-5   3.16E-5   2.89445   0.02395    3.0588507333842586E-5   2.9306041798087042E-5   0.0     0.0      0.0    0.0     1.19E-4   6.3   2.33   0.9    44     Radio            G002.894+00.024   
  G002.8951-00.8938   268.952     -26.90727   3.94E-5   3.94E-5   2.89514   -0.89384   3.812053096547614E-5    3.588482099996612E-5    0.0     0.0      0.0    0.0     1.06E-4   5.0   0.82   0.5    11     none             NULL              
  G002.9074-00.1652   268.2553    -26.52815   3.87E-5   3.87E-5   2.90738   -0.16524   3.7743102943804876E-5   3.5451374433377495E-5   0.0     0.0      0.0    0.0     9.96E-5   5.1   0.71   0.4    10     none             NULL              
  G002.9102-00.4843   268.56441   -26.68754   3.9E-5    3.9E-5    2.91017   -0.48427   3.80285613291297E-5     3.6297152630565117E-5   0.0     0.0      0.0    0.0     1.04E-4   5.1   1.03   0.5    14     none             NULL              
  G002.9123+00.4244   267.69201   -26.22311   3.97E-5   3.97E-5   2.91233   0.42442    3.8660515958893834E-5   3.642921631212234E-5    0.0     0.0      0.0    0.0     9.26E-5   5.0   0.79   0.5    11     none             NULL              
  G002.9127-00.0810   268.17724   -26.48074   3.74E-5   3.74E-5   2.91268   -0.08099   3.6296325630900566E-5   3.402462531228199E-5    0.0     0.0      0.0    0.0     9.69E-5   5.3   0.83   0.5    12     none             NULL              
  G002.9197+00.6878   267.44433   -26.08175   3.83E-5   3.83E-5   2.91969   0.68777    3.699912843155784E-5    3.58468313145513E-5     0.0     0.0      0.0    0.0     9.93E-5   5.2   1.02   0.5    14     none             NULL              
  G002.9225+01.0272   267.12217   -25.90464   3.63E-5   3.63E-5   2.92251   1.0272     3.546850234631377E-5    3.39043702740568E-5     0.0     0.0      0.0    0.0     3.38E-4   5.5   0.89   0.5    15     none             NULL              
  G002.9230-00.9005   268.97423   -26.88654   3.93E-5   3.93E-5   2.92303   -0.90053   3.832888789789777E-5    3.624684548988764E-5    0.0     0.0      0.0    0.0     1.04E-4   5.1   0.89   0.5    12     none             NULL              
  G002.9262-00.8597   268.9364    -26.86325   3.85E-5   3.85E-5   2.92616   -0.85965   3.763525451404114E-5    3.535135901210606E-5    0.0     0.0      0.0    0.0     9.75E-5   5.2   0.84   0.5    12     none             NULL              
  G002.9277-00.5034   268.59275   -26.68212   3.85E-5   3.85E-5   2.92766   -0.50337   3.777429345693243E-5    3.549874654471802E-5    0.0     0.0      0.0    0.0     1.03E-4   5.2   1.17   0.6    17     none             NULL              
  G002.9290-00.2138   268.3143    -26.53418   3.15E-5   3.15E-5   2.929     -0.21377   3.0670183506572604E-5   2.938344340481597E-5    0.0     0.0      0.0    0.0     1.01E-4   6.3   0.85   0.5    15     none             NULL              
  G002.9297+00.7443   267.39608   -26.0441    3.19E-5   3.19E-5   2.92973   0.7443     3.123679055141227E-5    2.9453869902376628E-5   0.0     0.0      0.0    0.0     9.77E-5   6.2   1.48   0.7    26     none             G002.930+00.744   
  G002.9316-00.3874   268.48313   -26.62      3.88E-5   3.88E-5   2.93162   -0.38743   3.7531686561526276E-5   3.574156823346248E-5    0.0     0.0      0.0    0.0     9.83E-5   5.1   0.98   0.5    13     none             NULL              
  G002.9338-00.4998   268.59278   -26.67497   3.93E-5   3.93E-5   2.93384   -0.49977   3.80670236960253E-5     3.6379751459948885E-5   0.0     0.0      0.0    0.0     1.02E-4   5.1   0.78   0.5    11     none             NULL              
